mean_init,mean_final,improvement,std_final,step,model_path
2.310690232951734,2.326326130862299,0.015635897910565077,0.6238839376732389,100,./checkpoints_SAC_perturbed_non/model_100.zip
2.2350088859728663,2.219952050518332,-0.0150568354545344,0.6545203621160969,1000,./checkpoints_SAC_perturbed_non/model_1000.zip
2.0789440084209416,1.8585825244464538,-0.22036148397448785,0.7079225961536019,2000,./checkpoints_SAC_perturbed_non/model_2000.zip
2.2269462450655224,1.1842039009111114,-1.042742344154411,0.8000237713402584,5000,./checkpoints_SAC_perturbed_non/model_5000.zip
2.24669164422444,0.5445612192586485,-1.7021304249657914,0.3237243276886831,10000,./checkpoints_SAC_perturbed_non/model_10000.zip
2.167425693235907,0.48608469589884606,-1.681340997337061,0.43094322540137797,20000,./checkpoints_SAC_perturbed_non/model_20000.zip
2.180416928346651,0.366840819460327,-1.8135761088863238,0.21482311325084416,40000,./checkpoints_SAC_perturbed_non/model_40000.zip
2.0775080561959847,0.35373154205963464,-1.72377651413635,0.30826386546004564,60000,./checkpoints_SAC_perturbed_non/model_60000.zip
2.3335894252555525,0.29381203470732997,-2.0397773905482226,0.2188972296205081,100000,./checkpoints_SAC_perturbed_non/model_100000.zip
2.310354228708976,0.19147662648117192,-2.118877602227804,0.09746227492514425,200000,./checkpoints_SAC_perturbed_non/model_200000.zip
2.268773449076729,0.18069440828145356,-2.0880790407952756,0.2203195586415937,300000,./checkpoints_SAC_perturbed_non/model_300000.zip
2.2444846138003167,0.14078365082606048,-2.1037009629742562,0.06340856114808369,400000,./checkpoints_SAC_perturbed_non/model_400000.zip
