mean_init,mean_final,improvement,std_final,step,model_path
2.1683228156255727,2.1724614629932923,0.004138647367719628,0.6276833756442359,100,./checkpoints_SAC_perturbed_so2_replace/model_100.zip
2.2151972011151577,2.1579949400527667,-0.05720226106239101,0.6680777843221704,1000,./checkpoints_SAC_perturbed_so2_replace/model_1000.zip
2.2411521380046904,1.4269340733015683,-0.8142180647031221,0.7706723778769375,2000,./checkpoints_SAC_perturbed_so2_replace/model_2000.zip
2.149804187059602,0.6489738067510241,-1.500830380308578,0.448441458505602,5000,./checkpoints_SAC_perturbed_so2_replace/model_5000.zip
2.23516911691654,0.3202168867807314,-1.9149522301358086,0.17924569721009564,10000,./checkpoints_SAC_perturbed_so2_replace/model_10000.zip
2.2756044724926454,0.23242736063098632,-2.043177111861659,0.17208603829607427,20000,./checkpoints_SAC_perturbed_so2_replace/model_20000.zip
2.129821407310585,0.1600653010441995,-1.9697561062663855,0.07094310253034938,40000,./checkpoints_SAC_perturbed_so2_replace/model_40000.zip
2.227806674680739,0.11656575522734873,-2.1112409194533903,0.050070135019800996,60000,./checkpoints_SAC_perturbed_so2_replace/model_60000.zip
2.229851070074822,0.09670731598337581,-2.133143754091446,0.0370865956676718,100000,./checkpoints_SAC_perturbed_so2_replace/model_100000.zip
2.2218946472464562,0.08040036528638787,-2.1414942819600684,0.026290176591719568,200000,./checkpoints_SAC_perturbed_so2_replace/model_200000.zip
2.2411616415912827,0.06787302459530692,-2.173288616995976,0.02255455652598525,300000,./checkpoints_SAC_perturbed_so2_replace/model_300000.zip
2.217959172981453,0.05597137641481891,-2.1619877965666343,0.01562552230717385,400000,./checkpoints_SAC_perturbed_so2_replace/model_400000.zip
2.199705864569469,0.04994157969955877,-2.1497642848699106,0.018841193516438256,500000,./checkpoints_SAC_perturbed_so2_replace/model_500000.zip
